country,iso3,who_region,date,total_confirmed_cases,total_probable_cases,total_deaths,new_confirmed_cases,new_probable_cases,new_deaths,reference_date_in_num
Cameroon,CMR,African Region,2022/8/17,7,0,0,0,0,0,44790
Cameroon,CMR,African Region,2022/8/18,7,0,0,0,0,0,44791
Cameroon,CMR,African Region,2022/8/19,7,0,0,0,0,0,44792
Cameroon,CMR,African Region,2022/8/22,7,0,0,0,0,0,44795
Cameroon,CMR,African Region,2022/8/23,7,0,0,0,0,0,44796
Cameroon,CMR,African Region,2022/8/24,7,0,0,0,0,0,44797
Cameroon,CMR,African Region,2022/8/25,7,0,0,0,0,0,44798
Cameroon,CMR,African Region,2022/8/26,7,0,0,0,0,0,44799
Cameroon,CMR,African Region,2022/8/29,7,0,0,0,0,0,44802
Cameroon,CMR,African Region,2022/8/30,7,0,0,0,0,0,44803
Cameroon,CMR,African Region,2022/8/31,7,0,0,0,0,0,44804
Cameroon,CMR,African Region,2022/9/1,7,0,0,0,0,0,44805
Cameroon,CMR,African Region,2022/9/2,7,0,0,0,0,0,44806
Cameroon,CMR,African Region,2022/9/5,7,0,0,0,0,0,44809
Cameroon,CMR,African Region,2022/9/6,7,0,0,0,0,0,44810
Cameroon,CMR,African Region,2022/9/7,7,0,0,0,0,0,44811
Cameroon,CMR,African Region,2022/9/8,7,0,2,0,0,2,44812
Cameroon,CMR,African Region,2022/9/9,7,0,2,0,0,0,44813
Cameroon,CMR,African Region,2022/9/12,7,0,2,0,0,0,44816
Cameroon,CMR,African Region,2022/9/13,7,0,2,0,0,0,44817
Cameroon,CMR,African Region,2022/9/14,7,0,2,0,0,0,44818
Cameroon,CMR,African Region,2022/9/15,7,0,2,0,0,0,44819
Cameroon,CMR,African Region,2022/9/16,7,0,2,0,0,0,44820
Cameroon,CMR,African Region,2022/9/19,7,0,2,0,0,0,44823
Cameroon,CMR,African Region,2022/9/20,7,0,2,0,0,0,44824
Cameroon,CMR,African Region,2022/9/21,8,0,2,1,0,0,44825
Cameroon,CMR,African Region,2022/9/22,8,0,2,0,0,0,44826
Cameroon,CMR,African Region,2022/9/23,8,0,2,0,0,0,44827
Cameroon,CMR,African Region,2022/9/26,8,0,2,0,0,0,44830
Cameroon,CMR,African Region,2022/9/27,8,0,2,0,0,0,44831
Cameroon,CMR,African Region,2022/9/28,8,0,2,0,0,0,44832
Cameroon,CMR,African Region,2022/9/29,8,0,2,0,0,0,44833
Cameroon,CMR,African Region,2022/9/30,8,0,2,0,0,0,44834
Cameroon,CMR,African Region,2022/10/3,8,0,2,0,0,0,44837
Cameroon,CMR,African Region,2022/10/4,8,0,2,0,0,0,44838
Cameroon,CMR,African Region,2022/10/5,8,0,2,0,0,0,44839
Cameroon,CMR,African Region,2022/10/6,8,0,2,0,0,0,44840
Cameroon,CMR,African Region,2022/10/7,8,0,2,0,0,0,44841
Cameroon,CMR,African Region,2022/10/10,8,0,2,0,0,0,44844
Cameroon,CMR,African Region,2022/10/11,8,0,2,0,0,0,44845
Cameroon,CMR,African Region,2022/10/12,8,0,2,0,0,0,44846
Cameroon,CMR,African Region,2022/10/13,8,0,2,0,0,0,44847
Cameroon,CMR,African Region,2022/10/14,8,0,2,0,0,0,44848
Cameroon,CMR,African Region,2022/10/17,8,0,2,0,0,0,44851
Cameroon,CMR,African Region,2022/10/18,8,0,2,0,0,0,44852
Cameroon,CMR,African Region,2022/10/19,8,0,2,0,0,0,44853
Cameroon,CMR,African Region,2022/10/20,10,0,2,2,0,0,44854
Cameroon,CMR,African Region,2022/10/21,10,0,2,0,0,0,44855
Cameroon,CMR,African Region,2022/10/24,10,0,2,0,0,0,44858
Cameroon,CMR,African Region,2022/10/25,10,0,2,0,0,0,44859
Cameroon,CMR,African Region,2022/10/26,10,0,2,0,0,0,44860
Central African Republic,CAF,African Region,2022/2/13,1,0,0,1,0,0,44605
Central African Republic,CAF,African Region,2022/2/20,2,0,0,1,0,0,44612
Central African Republic,CAF,African Region,2022/7/3,3,0,2,1,0,2,44745
Central African Republic,CAF,African Region,2022/7/18,3,0,2,0,0,0,44760
Central African Republic,CAF,African Region,2022/7/19,3,0,2,0,0,0,44761
Central African Republic,CAF,African Region,2022/7/20,3,0,2,0,0,0,44762
Central African Republic,CAF,African Region,2022/7/21,3,0,2,0,0,0,44763
Central African Republic,CAF,African Region,2022/7/22,3,0,2,0,0,0,44764
Central African Republic,CAF,African Region,2022/7/25,3,0,2,0,0,0,44767
Central African Republic,CAF,African Region,2022/7/26,3,0,2,0,0,0,44768
Central African Republic,CAF,African Region,2022/7/27,3,0,2,0,0,0,44769
Central African Republic,CAF,African Region,2022/7/28,3,0,2,0,0,0,44770
Central African Republic,CAF,African Region,2022/7/29,3,0,2,0,0,0,44771
Central African Republic,CAF,African Region,2022/8/1,3,0,2,0,0,0,44774
Central African Republic,CAF,African Region,2022/8/2,3,0,2,0,0,0,44775
Central African Republic,CAF,African Region,2022/8/3,3,0,2,0,0,0,44776
Central African Republic,CAF,African Region,2022/8/4,3,0,2,0,0,0,44777
Central African Republic,CAF,African Region,2022/8/5,3,0,2,0,0,0,44778
Central African Republic,CAF,African Region,2022/8/8,3,0,2,0,0,0,44781
Central African Republic,CAF,African Region,2022/8/9,3,0,2,0,0,0,44782
Central African Republic,CAF,African Region,2022/8/10,3,0,2,0,0,0,44783
Central African Republic,CAF,African Region,2022/8/11,3,0,2,0,0,0,44784
Central African Republic,CAF,African Region,2022/8/12,3,0,2,0,0,0,44785
Central African Republic,CAF,African Region,2022/8/15,3,0,2,0,0,0,44788
Central African Republic,CAF,African Region,2022/8/16,3,0,2,0,0,0,44789
Central African Republic,CAF,African Region,2022/8/17,3,0,2,0,0,0,44790
Central African Republic,CAF,African Region,2022/8/18,3,0,2,0,0,0,44791
Central African Republic,CAF,African Region,2022/8/19,3,0,2,0,0,0,44792
Central African Republic,CAF,African Region,2022/8/22,3,0,2,0,0,0,44795
Central African Republic,CAF,African Region,2022/8/23,3,0,2,0,0,0,44796
Central African Republic,CAF,African Region,2022/8/24,3,0,2,0,0,0,44797
Central African Republic,CAF,African Region,2022/8/25,3,0,2,0,0,0,44798
Central African Republic,CAF,African Region,2022/8/26,3,0,2,0,0,0,44799
Central African Republic,CAF,African Region,2022/8/29,3,0,2,0,0,0,44802
Central African Republic,CAF,African Region,2022/8/30,3,0,2,0,0,0,44803
Central African Republic,CAF,African Region,2022/8/31,3,0,2,0,0,0,44804
Central African Republic,CAF,African Region,2022/9/1,8,0,2,5,0,0,44805
Central African Republic,CAF,African Region,2022/9/2,8,0,2,0,0,0,44806
Central African Republic,CAF,African Region,2022/9/5,8,0,2,0,0,0,44809
Central African Republic,CAF,African Region,2022/9/6,8,0,2,0,0,0,44810
Central African Republic,CAF,African Region,2022/9/7,8,0,2,0,0,0,44811
Central African Republic,CAF,African Region,2022/9/8,8,0,2,0,0,0,44812
Central African Republic,CAF,African Region,2022/9/9,8,0,2,0,0,0,44813
Central African Republic,CAF,African Region,2022/9/12,8,0,2,0,0,0,44816
Central African Republic,CAF,African Region,2022/9/13,8,0,2,0,0,0,44817
Central African Republic,CAF,African Region,2022/9/14,8,0,2,0,0,0,44818
Central African Republic,CAF,African Region,2022/9/15,8,0,2,0,0,0,44819
Central African Republic,CAF,African Region,2022/9/16,8,0,2,0,0,0,44820
Central African Republic,CAF,African Region,2022/9/19,8,0,2,0,0,0,44823
Central African Republic,CAF,African Region,2022/9/20,8,0,2,0,0,0,44824
Central African Republic,CAF,African Region,2022/9/21,8,0,2,0,0,0,44825
Central African Republic,CAF,African Region,2022/9/22,8,0,2,0,0,0,44826
Central African Republic,CAF,African Region,2022/9/23,8,0,2,0,0,0,44827
Central African Republic,CAF,African Region,2022/9/26,8,0,2,0,0,0,44830
Central African Republic,CAF,African Region,2022/9/27,8,0,2,0,0,0,44831
Central African Republic,CAF,African Region,2022/9/28,8,0,2,0,0,0,44832
Central African Republic,CAF,African Region,2022/9/29,9,0,0,1,0,-2,44833
Central African Republic,CAF,African Region,2022/9/30,9,0,0,0,0,0,44834
Central African Republic,CAF,African Region,2022/10/3,9,0,0,0,0,0,44837
Central African Republic,CAF,African Region,2022/10/4,9,0,0,0,0,0,44838
Central African Republic,CAF,African Region,2022/10/5,9,0,0,0,0,0,44839
Central African Republic,CAF,African Region,2022/10/6,10,0,0,1,0,0,44840
Central African Republic,CAF,African Region,2022/10/7,10,0,0,0,0,0,44841
Central African Republic,CAF,African Region,2022/10/10,10,0,0,0,0,0,44844
Central African Republic,CAF,African Region,2022/10/11,10,0,0,0,0,0,44845
Central African Republic,CAF,African Region,2022/10/12,10,0,0,0,0,0,44846
Central African Republic,CAF,African Region,2022/10/13,10,0,0,0,0,0,44847
Central African Republic,CAF,African Region,2022/10/14,10,0,0,0,0,0,44848
Central African Republic,CAF,African Region,2022/10/17,10,0,0,0,0,0,44851
Central African Republic,CAF,African Region,2022/10/18,10,0,0,0,0,0,44852
Central African Republic,CAF,African Region,2022/10/19,10,0,0,0,0,0,44853
Central African Republic,CAF,African Region,2022/10/20,11,0,0,1,0,0,44854
Central African Republic,CAF,African Region,2022/10/21,11,0,0,0,0,0,44855
Central African Republic,CAF,African Region,2022/10/24,11,0,0,0,0,0,44858
Central African Republic,CAF,African Region,2022/10/25,11,0,0,0,0,0,44859
Central African Republic,CAF,African Region,2022/10/26,11,0,0,0,0,0,44860
Congo,COG,African Region,2022/5/21,2,0,0,2,0,0,44702
Congo,COG,African Region,2022/7/3,2,0,0,0,0,0,44745
Congo,COG,African Region,2022/7/18,2,0,0,0,0,0,44760
Congo,COG,African Region,2022/7/19,2,0,0,0,0,0,44761
Congo,COG,African Region,2022/7/20,2,0,0,0,0,0,44762
Congo,COG,African Region,2022/7/21,2,0,0,0,0,0,44763
Congo,COG,African Region,2022/7/22,2,0,0,0,0,0,44764
Congo,COG,African Region,2022/7/25,2,0,0,0,0,0,44767
Congo,COG,African Region,2022/7/26,2,0,0,0,0,0,44768
Congo,COG,African Region,2022/7/27,2,0,0,0,0,0,44769
Congo,COG,African Region,2022/7/28,2,0,0,0,0,0,44770
Congo,COG,African Region,2022/7/29,2,0,0,0,0,0,44771
Congo,COG,African Region,2022/8/1,2,0,0,0,0,0,44774
Congo,COG,African Region,2022/8/2,2,0,0,0,0,0,44775
Congo,COG,African Region,2022/8/3,2,0,0,0,0,0,44776
Congo,COG,African Region,2022/8/4,2,0,0,0,0,0,44777
Congo,COG,African Region,2022/8/5,2,0,0,0,0,0,44778
Congo,COG,African Region,2022/8/8,3,0,0,1,0,0,44781
Congo,COG,African Region,2022/8/9,3,0,0,0,0,0,44782
Congo,COG,African Region,2022/8/10,3,0,0,0,0,0,44783
Congo,COG,African Region,2022/8/11,3,0,0,0,0,0,44784
Congo,COG,African Region,2022/8/12,3,0,0,0,0,0,44785
Congo,COG,African Region,2022/8/15,3,0,0,0,0,0,44788
Congo,COG,African Region,2022/8/16,3,0,0,0,0,0,44789
Congo,COG,African Region,2022/8/17,3,0,0,0,0,0,44790
Congo,COG,African Region,2022/8/18,3,0,0,0,0,0,44791
Congo,COG,African Region,2022/8/19,3,0,0,0,0,0,44792
Congo,COG,African Region,2022/8/22,3,0,0,0,0,0,44795
Congo,COG,African Region,2022/8/23,3,0,0,0,0,0,44796
Congo,COG,African Region,2022/8/24,3,0,0,0,0,0,44797
Congo,COG,African Region,2022/8/25,3,0,0,0,0,0,44798
Congo,COG,African Region,2022/8/26,3,0,0,0,0,0,44799
Congo,COG,African Region,2022/8/29,3,0,0,0,0,0,44802
Congo,COG,African Region,2022/8/30,3,0,0,0,0,0,44803
Congo,COG,African Region,2022/8/31,3,0,0,0,0,0,44804
Congo,COG,African Region,2022/9/1,3,0,0,0,0,0,44805
Congo,COG,African Region,2022/9/2,3,0,0,0,0,0,44806
Congo,COG,African Region,2022/9/5,3,0,0,0,0,0,44809
Congo,COG,African Region,2022/9/6,3,0,0,0,0,0,44810
Congo,COG,African Region,2022/9/7,3,0,0,0,0,0,44811
Congo,COG,African Region,2022/9/8,3,0,0,0,0,0,44812
Congo,COG,African Region,2022/9/9,3,0,0,0,0,0,44813
Congo,COG,African Region,2022/9/12,3,0,0,0,0,0,44816
Congo,COG,African Region,2022/9/13,3,0,0,0,0,0,44817
Congo,COG,African Region,2022/9/14,3,0,0,0,0,0,44818
Congo,COG,African Region,2022/9/15,5,0,0,2,0,0,44819
Congo,COG,African Region,2022/9/16,5,0,0,0,0,0,44820
Congo,COG,African Region,2022/9/19,5,0,0,0,0,0,44823
Congo,COG,African Region,2022/9/20,5,0,0,0,0,0,44824
Congo,COG,African Region,2022/9/21,5,0,0,0,0,0,44825
Congo,COG,African Region,2022/9/22,5,0,0,0,0,0,44826
Congo,COG,African Region,2022/9/23,5,0,0,0,0,0,44827
Congo,COG,African Region,2022/9/26,5,0,0,0,0,0,44830
Congo,COG,African Region,2022/9/27,5,0,0,0,0,0,44831
Congo,COG,African Region,2022/9/28,5,0,0,0,0,0,44832
Congo,COG,African Region,2022/9/29,5,0,0,0,0,0,44833
Congo,COG,African Region,2022/9/30,5,0,0,0,0,0,44834
Congo,COG,African Region,2022/10/3,5,0,0,0,0,0,44837
Congo,COG,African Region,2022/10/4,5,0,0,0,0,0,44838
Congo,COG,African Region,2022/10/5,5,0,0,0,0,0,44839
Congo,COG,African Region,2022/10/6,5,0,0,0,0,0,44840
Congo,COG,African Region,2022/10/7,5,0,0,0,0,0,44841
Congo,COG,African Region,2022/10/10,5,0,0,0,0,0,44844
Congo,COG,African Region,2022/10/11,5,0,0,0,0,0,44845
Congo,COG,African Region,2022/10/12,5,0,0,0,0,0,44846
Congo,COG,African Region,2022/10/13,5,0,0,0,0,0,44847
Congo,COG,African Region,2022/10/14,5,0,0,0,0,0,44848
Congo,COG,African Region,2022/10/17,5,0,0,0,0,0,44851
Congo,COG,African Region,2022/10/18,5,0,0,0,0,0,44852
Congo,COG,African Region,2022/10/19,5,0,0,0,0,0,44853
Congo,COG,African Region,2022/10/20,5,0,0,0,0,0,44854
Congo,COG,African Region,2022/10/21,5,0,0,0,0,0,44855
Congo,COG,African Region,2022/10/24,5,0,0,0,0,0,44858
Congo,COG,African Region,2022/10/25,5,0,0,0,0,0,44859
Congo,COG,African Region,2022/10/26,5,0,0,0,0,0,44860
Democratic Republic of the Congo,COD,African Region,2022/6/13,10,0,0,10,0,0,44725
Democratic Republic of the Congo,COD,African Region,2022/7/3,78,0,0,68,0,0,44745
Democratic Republic of the Congo,COD,African Region,2022/7/11,85,0,0,7,0,0,44753
Democratic Republic of the Congo,COD,African Region,2022/7/18,163,0,0,78,0,0,44760
Democratic Republic of the Congo,COD,African Region,2022/7/19,163,0,0,0,0,0,44761
Democratic Republic of the Congo,COD,African Region,2022/7/20,163,0,0,0,0,0,44762
Democratic Republic of the Congo,COD,African Region,2022/7/21,163,0,0,0,0,0,44763
Democratic Republic of the Congo,COD,African Region,2022/7/22,163,0,0,0,0,0,44764
Democratic Republic of the Congo,COD,African Region,2022/7/25,163,0,0,0,0,0,44767
Democratic Republic of the Congo,COD,African Region,2022/7/26,163,0,0,0,0,0,44768
Democratic Republic of the Congo,COD,African Region,2022/7/27,163,0,0,0,0,0,44769
Democratic Republic of the Congo,COD,African Region,2022/7/28,163,0,0,0,0,0,44770
Democratic Republic of the Congo,COD,African Region,2022/7/29,163,0,0,0,0,0,44771
Democratic Republic of the Congo,COD,African Region,2022/8/1,163,0,0,0,0,0,44774
Democratic Republic of the Congo,COD,African Region,2022/8/2,163,0,0,0,0,0,44775
Democratic Republic of the Congo,COD,African Region,2022/8/3,163,0,0,0,0,0,44776
Democratic Republic of the Congo,COD,African Region,2022/8/4,163,0,0,0,0,0,44777
Democratic Republic of the Congo,COD,African Region,2022/8/5,163,0,0,0,0,0,44778
Democratic Republic of the Congo,COD,African Region,2022/8/8,163,0,0,0,0,0,44781
Democratic Republic of the Congo,COD,African Region,2022/8/9,163,0,0,0,0,0,44782
Democratic Republic of the Congo,COD,African Region,2022/8/10,163,0,0,0,0,0,44783
Democratic Republic of the Congo,COD,African Region,2022/8/11,163,0,0,0,0,0,44784
Democratic Republic of the Congo,COD,African Region,2022/8/12,163,0,0,0,0,0,44785
Democratic Republic of the Congo,COD,African Region,2022/8/15,163,0,0,0,0,0,44788
Democratic Republic of the Congo,COD,African Region,2022/8/16,163,0,0,0,0,0,44789
Democratic Republic of the Congo,COD,African Region,2022/8/17,163,0,0,0,0,0,44790
Democratic Republic of the Congo,COD,African Region,2022/8/18,163,0,0,0,0,0,44791
Democratic Republic of the Congo,COD,African Region,2022/8/19,163,0,0,0,0,0,44792
Democratic Republic of the Congo,COD,African Region,2022/8/22,163,0,0,0,0,0,44795
Democratic Republic of the Congo,COD,African Region,2022/8/23,163,0,0,0,0,0,44796
Democratic Republic of the Congo,COD,African Region,2022/8/24,163,0,0,0,0,0,44797
Democratic Republic of the Congo,COD,African Region,2022/8/25,195,0,0,32,0,0,44798
Democratic Republic of the Congo,COD,African Region,2022/8/26,195,0,0,0,0,0,44799
Democratic Republic of the Congo,COD,African Region,2022/8/29,195,0,0,0,0,0,44802
Democratic Republic of the Congo,COD,African Region,2022/8/30,195,0,0,0,0,0,44803
Democratic Republic of the Congo,COD,African Region,2022/8/31,195,0,0,0,0,0,44804
Democratic Republic of the Congo,COD,African Region,2022/9/1,195,0,0,0,0,0,44805
Democratic Republic of the Congo,COD,African Region,2022/9/2,195,0,0,0,0,0,44806
Democratic Republic of the Congo,COD,African Region,2022/9/5,195,0,0,0,0,0,44809
Democratic Republic of the Congo,COD,African Region,2022/9/6,195,0,0,0,0,0,44810
Democratic Republic of the Congo,COD,African Region,2022/9/7,195,0,0,0,0,0,44811
Democratic Republic of the Congo,COD,African Region,2022/9/8,195,0,0,0,0,0,44812
Democratic Republic of the Congo,COD,African Region,2022/9/9,195,0,0,0,0,0,44813
Democratic Republic of the Congo,COD,African Region,2022/9/12,195,0,0,0,0,0,44816
Democratic Republic of the Congo,COD,African Region,2022/9/13,195,0,0,0,0,0,44817
Democratic Republic of the Congo,COD,African Region,2022/9/14,195,0,0,0,0,0,44818
Democratic Republic of the Congo,COD,African Region,2022/9/15,195,0,0,0,0,0,44819
Democratic Republic of the Congo,COD,African Region,2022/9/16,195,0,0,0,0,0,44820
Democratic Republic of the Congo,COD,African Region,2022/9/19,195,0,0,0,0,0,44823
Democratic Republic of the Congo,COD,African Region,2022/9/20,195,0,0,0,0,0,44824
Democratic Republic of the Congo,COD,African Region,2022/9/21,195,0,0,0,0,0,44825
Democratic Republic of the Congo,COD,African Region,2022/9/22,195,0,0,0,0,0,44826
Democratic Republic of the Congo,COD,African Region,2022/9/23,174,0,0,-21,0,0,44827
Democratic Republic of the Congo,COD,African Region,2022/9/26,174,0,0,0,0,0,44830
Democratic Republic of the Congo,COD,African Region,2022/9/27,174,0,0,0,0,0,44831
Democratic Republic of the Congo,COD,African Region,2022/9/28,174,0,0,0,0,0,44832
Democratic Republic of the Congo,COD,African Region,2022/9/29,190,0,0,16,0,0,44833
Democratic Republic of the Congo,COD,African Region,2022/9/30,190,0,0,0,0,0,44834
Democratic Republic of the Congo,COD,African Region,2022/10/3,190,0,0,0,0,0,44837
Democratic Republic of the Congo,COD,African Region,2022/10/4,190,0,0,0,0,0,44838
Democratic Republic of the Congo,COD,African Region,2022/10/5,190,0,0,0,0,0,44839
Democratic Republic of the Congo,COD,African Region,2022/10/6,190,0,0,0,0,0,44840
Democratic Republic of the Congo,COD,African Region,2022/10/7,190,0,0,0,0,0,44841
Democratic Republic of the Congo,COD,African Region,2022/10/10,200,0,0,10,0,0,44844
Democratic Republic of the Congo,COD,African Region,2022/10/11,200,0,0,0,0,0,44845
Democratic Republic of the Congo,COD,African Region,2022/10/12,200,0,0,0,0,0,44846
Democratic Republic of the Congo,COD,African Region,2022/10/13,200,0,0,0,0,0,44847
Democratic Republic of the Congo,COD,African Region,2022/10/14,200,0,0,0,0,0,44848
Democratic Republic of the Congo,COD,African Region,2022/10/17,200,0,0,0,0,0,44851
Democratic Republic of the Congo,COD,African Region,2022/10/18,200,0,0,0,0,0,44852
Democratic Republic of the Congo,COD,African Region,2022/10/19,200,0,0,0,0,0,44853
Democratic Republic of the Congo,COD,African Region,2022/10/20,206,0,0,6,0,0,44854
Democratic Republic of the Congo,COD,African Region,2022/10/21,206,0,0,0,0,0,44855
Democratic Republic of the Congo,COD,African Region,2022/10/24,206,0,0,0,0,0,44858
Democratic Republic of the Congo,COD,African Region,2022/10/25,206,0,0,0,0,0,44859
Democratic Republic of the Congo,COD,African Region,2022/10/26,206,0,0,0,0,0,44860
Ghana,GHA,African Region,2022/6/13,5,0,0,5,0,0,44725
Ghana,GHA,African Region,2022/7/3,19,0,0,14,0,0,44745
Ghana,GHA,African Region,2022/7/18,19,0,0,0,0,0,44760
